cod_ibge,municipio,uf,regiao,populacao,idhm,pib_per_capita,gini,perc_votos_gov,taxa_comparecimento
1000535,Município 535,MG,Sudeste,2609,0.673,35944,0.52,38.2,0.87
1000454,Município 454,MG,Sudeste,4318,0.729,12409,0.57,58.7,0.79
1000857,Município 857,SP,Sudeste,19366,0.771,18052,0.5,36.4,0.78
1005154,Município 5154,RJ,Sudeste,15824,0.8,24107,0.48,44.4,0.81
1005435,Município 5435,AM,Norte,30899,0.516,18945,0.49,40.7,0.86
1001666,Município 1666,RS,Sul,73649,0.743,49317,0.55,48.0,0.73
1005423,Município 5423,AM,Norte,8180,0.712,9259,0.4,55.0,0.94
1002094,Município 2094,BA,Nordeste,2058,0.498,11489,0.54,61.1,0.81
1000209,Município 209,MG,Sudeste,13729,0.611,5593,0.53,48.6,0.87
1001072,Município 1072,SP,Sudeste,3164,0.825,19463,0.3,51.4,0.79
1003362,Município 3362,PB,Nordeste,7640,0.543,18892,0.64,61.1,0.83
1005258,Município 5258,MS,Centro-Oeste,3311,0.763,17841,0.45,42.9,0.65
1000249,Município 249,MG,Sudeste,1169,0.808,19554,0.46,36.6,0.97
1001875,Município 1875,RS,Sul,60853,0.724,48723,0.46,44.9,0.81
1001195,Município 1195,SP,Sudeste,3500,0.712,43418,0.48,58.6,0.81
1005191,Município 5191,SE,Nordeste,11798,0.567,24779,0.56,62.2,0.82
1004413,Município 4413,PA,Norte,3984,0.652,63227,0.57,63.6,0.77
1001889,Município 1889,RS,Sul,3243,0.698,29853,0.55,46.6,0.84
1001718,Município 1718,RS,Sul,139062,0.662,20667,0.52,46.6,0.74
1000402,Município 402,MG,Sudeste,1604,0.778,42224,0.55,48.3,0.75
1002054,Município 2054,BA,Nordeste,50828,0.583,5333,0.5,64.7,0.87
1000712,Município 712,MG,Sudeste,14872,0.58,16062,0.49,37.8,0.88
1003788,Município 3788,PI,Nordeste,33241,0.505,23428,0.53,57.5,0.71
1000706,Município 706,MG,Sudeste,1097,0.815,10891,0.38,36.0,0.85
1004751,Município 4751,RN,Nordeste,5093,0.581,28335,0.55,62.6,0.81
1002612,Município 2612,PR,Sul,26151,0.583,13098,0.53,56.2,0.91
1002136,Município 2136,BA,Nordeste,73227,0.579,24197,0.48,61.1,0.86
1000103,Município 103,MG,Sudeste,14646,0.641,20976,0.55,64.8,0.83
1003461,Município 3461,PB,Nordeste,5415,0.64,29644,0.49,66.7,0.84
1002851,Município 2851,SC,Sul,19743,0.728,48049,0.4,28.1,0.95
1004793,Município 4793,RN,Nordeste,5784,0.518,6897,0.53,68.3,0.86
1005137,Município 5137,RJ,Sudeste,16333,0.665,23009,0.45,44.8,0.75
1005262,Município 5262,MS,Centro-Oeste,2887,0.641,40329,0.49,47.0,0.89
1000108,Município 108,MG,Sudeste,6881,0.615,4000,0.51,43.9,0.8
1001122,Município 1122,SP,Sudeste,3195,0.704,61107,0.43,35.3,0.93
1000030,Município 30,MG,Sudeste,14579,0.778,22042,0.62,41.9,0.91
1002030,Município 2030,BA,Nordeste,1000,0.577,6940,0.54,43.9,0.77
1002438,Município 2438,PR,Sul,7743,0.673,16086,0.56,29.5,0.95
1002230,Município 2230,BA,Nordeste,9558,0.629,43895,0.54,55.1,0.79
1004045,Município 4045,PE,Nordeste,21072,0.564,23270,0.53,47.8,0.83
1000240,Município 240,MG,Sudeste,7832,0.74,32147,0.52,40.8,0.92
1004601,Município 4601,TO,Centro-Oeste,86991,0.644,35885,0.43,42.8,0.88
1000599,Município 599,MG,Sudeste,56129,0.692,86653,0.4,52.5,0.86
1003957,Município 3957,MA,Nordeste,1000,0.575,6305,0.46,46.9,0.84
1003409,Município 3409,PB,Nordeste,20854,0.622,18184,0.47,62.3,0.84
1001544,Município 1544,RS,Sul,477215,0.712,32667,0.44,28.0,0.91
1000394,Município 394,MG,Sudeste,1000,0.749,9780,0.54,34.3,0.74
1001303,Município 1303,SP,Sudeste,12298,0.692,15369,0.43,44.9,0.83
1004382,Município 4382,CE,Nordeste,13486,0.6,10669,0.55,65.3,0.84
1001783,Município 1783,RS,Sul,44177,0.724,53012,0.61,48.6,0.76
1001182,Município 1182,SP,Sudeste,12007,0.588,13271,0.62,47.0,0.87
1000554,Município 554,MG,Sudeste,47600,0.882,12558,0.45,40.8,0.77
1005124,Município 5124,RJ,Sudeste,2463,0.651,32485,0.48,47.9,0.87
1003228,Município 3228,GO,Centro-Oeste,30409,0.63,40108,0.52,49.2,0.82
1001984,Município 1984,RS,Sul,1000,0.803,6961,0.4,46.2,0.75
1000997,Município 997,SP,Sudeste,100170,0.764,13800,0.56,44.1,0.85
1001771,Município 1771,RS,Sul,5488,0.761,51248,0.45,45.9,0.9
1000200,Município 200,MG,Sudeste,1064,0.751,27997,0.55,42.3,0.85
1002408,Município 2408,BA,Nordeste,47771,0.685,20795,0.44,53.8,0.76
1003519,Município 3519,PB,Nordeste,12750,0.636,37078,0.51,60.5,0.75
1002750,Município 2750,PR,Sul,13278,0.686,29651,0.55,48.7,0.86
1001401,Município 1401,SP,Sudeste,13730,0.802,61017,0.31,46.2,0.81
1003934,Município 3934,MA,Nordeste,13230,0.579,28778,0.53,53.3,0.76
1003334,Município 3334,GO,Centro-Oeste,108982,0.587,10052,0.55,54.4,0.84
1004672,Município 4672,RN,Nordeste,3272,0.623,45850,0.54,55.2,0.78
1003594,Município 3594,PI,Nordeste,1052,0.604,7206,0.49,66.9,0.91
1002917,Município 2917,SC,Sul,4399,0.788,55496,0.48,43.3,0.85
1003287,Município 3287,GO,Centro-Oeste,6475,0.662,28491,0.51,64.7,0.84
1001551,Município 1551,RS,Sul,17849,0.789,47982,0.51,45.8,0.71
1004692,Município 4692,RN,Nordeste,20413,0.631,7801,0.54,45.9,0.81
1004110,Município 4110,PE,Nordeste,1471,0.522,26054,0.64,60.3,0.86
1001224,Município 1224,SP,Sudeste,10150,0.805,45453,0.4,36.3,0.84
1000578,Município 578,MG,Sudeste,12324,0.792,20752,0.47,42.9,0.74
1002100,Município 2100,BA,Nordeste,77213,0.544,25892,0.56,60.8,0.87
1002987,Município 2987,SC,Sul,158249,0.743,7863,0.47,43.3,0.87
1003412,Município 3412,PB,Nordeste,11065,0.59,37886,0.5,63.7,0.81
1003272,Município 3272,GO,Centro-Oeste,1057,0.695,21115,0.6,41.8,0.84
1004875,Município 4875,MT,Centro-Oeste,3768,0.677,23828,0.51,44.1,0.84
1004418,Município 4418,PA,Norte,1000,0.637,34213,0.62,57.2,0.84
1005393,Município 5393,ES,Sudeste,1000,0.802,18106,0.47,38.1,0.81
1002821,Município 2821,SC,Sul,47095,0.777,30552,0.45,48.9,0.89
1003712,Município 3712,PI,Nordeste,3715,0.54,7594,0.52,43.9,0.83
1002214,Município 2214,BA,Nordeste,3100,0.602,19543,0.46,55.8,0.82
1002092,Município 2092,BA,Nordeste,7184,0.612,25143,0.42,56.4,0.89
1003993,Município 3993,MA,Nordeste,15831,0.447,19944,0.49,78.6,0.84
1001612,Município 1612,RS,Sul,8442,0.703,24878,0.51,36.3,0.84
1004181,Município 4181,PE,Nordeste,4581,0.634,21175,0.53,49.4,0.85
1000294,Município 294,MG,Sudeste,94578,0.812,28933,0.36,54.1,0.86
1000372,Município 372,MG,Sudeste,72217,0.678,14027,0.54,29.4,0.88
1004055,Município 4055,PE,Nordeste,21091,0.527,18255,0.53,41.6,0.81
1003261,Município 3261,GO,Centro-Oeste,3388,0.68,9893,0.56,34.4,0.84
1000897,Município 897,SP,Sudeste,362504,0.563,11821,0.49,52.0,0.79
1004921,Município 4921,MT,Centro-Oeste,1000,0.647,5062,0.51,41.3,0.8
1002645,Município 2645,PR,Sul,7294,0.685,22277,0.52,45.8,0.83
1000995,Município 995,SP,Sudeste,67192,0.729,28689,0.44,49.8,0.89
1000626,Município 626,MG,Sudeste,4357,0.743,15901,0.35,52.7,0.79
1000158,Município 158,MG,Sudeste,24594,0.713,9083,0.44,58.2,0.76
1000066,Município 66,MG,Sudeste,2813,0.754,49969,0.44,31.8,0.93
1003828,Município 3828,MA,Nordeste,6759,0.581,16886,0.44,59.8,0.86
1000246,Município 246,MG,Sudeste,52853,0.677,13181,0.53,43.3,0.82
1004509,Município 4509,PA,Norte,1255,0.569,13543,0.45,52.1,0.67
1000368,Município 368,MG,Sudeste,27110,0.629,46721,0.53,37.9,0.85
1001510,Município 1510,RS,Sul,1000,0.682,8762,0.56,42.7,0.81
1001331,Município 1331,SP,Sudeste,2695,0.685,24745,0.44,43.5,0.93
1004861,Município 4861,MT,Centro-Oeste,8609,0.682,80204,0.57,42.6,0.81
1005533,Município 5533,AC,Norte,39491,0.673,11561,0.52,39.4,0.85
1001673,Município 1673,RS,Sul,20052,0.692,18122,0.47,28.1,0.79
1004476,Município 4476,PA,Norte,28883,0.678,31998,0.53,67.3,0.94
1002102,Município 2102,BA,Nordeste,14880,0.656,23078,0.6,41.4,0.84
1000916,Município 916,SP,Sudeste,5566,0.792,34407,0.38,38.4,0.94
1003655,Município 3655,PI,Nordeste,65464,0.533,29212,0.6,64.5,0.77
1002329,Município 2329,BA,Nordeste,2499,0.529,17160,0.5,59.0,0.86
1005014,Município 5014,AL,Nordeste,4936,0.558,14175,0.49,55.5,0.87
1001412,Município 1412,SP,Sudeste,23044,0.818,26745,0.54,31.1,0.79
1004536,Município 4536,TO,Centro-Oeste,16948,0.637,20448,0.48,63.8,0.81
1001966,Município 1966,RS,Sul,1128,0.835,64039,0.41,53.0,0.82
1005110,Município 5110,RJ,Sudeste,44952,0.747,79069,0.46,26.4,0.81
1002697,Município 2697,PR,Sul,1286,0.851,29834,0.47,44.6,0.8
1002630,Município 2630,PR,Sul,61623,0.644,11009,0.55,58.8,0.81
1005456,Município 5456,AM,Norte,93534,0.708,15650,0.38,47.8,0.75
1001352,Município 1352,SP,Sudeste,9380,0.777,14464,0.35,50.7,0.84
1003671,Município 3671,PI,Nordeste,3590,0.67,9116,0.47,44.7,0.85
1002485,Município 2485,PR,Sul,1273,0.809,59620,0.4,45.1,0.87
1000152,Município 152,MG,Sudeste,1474,0.772,21223,0.48,47.1,0.95
1001746,Município 1746,RS,Sul,20611,0.736,29534,0.4,38.9,0.76
1002623,Município 2623,PR,Sul,23751,0.732,30556,0.49,55.5,0.91
1001555,Município 1555,RS,Sul,1308,0.755,28244,0.5,36.0,0.88
1003218,Município 3218,GO,Centro-Oeste,14996,0.685,24751,0.55,55.9,0.84
1000448,Município 448,MG,Sudeste,6240,0.771,33761,0.37,44.7,0.84
1002088,Município 2088,BA,Nordeste,2617,0.561,8802,0.61,54.0,0.86
1005418,Município 5418,AM,Norte,1531,0.562,20552,0.45,57.5,0.7
1004478,Município 4478,PA,Norte,12327,0.57,17906,0.53,52.2,0.9
1000810,Município 810,MG,Sudeste,51750,0.884,34541,0.42,46.1,0.88
1003691,Município 3691,PI,Nordeste,2820,0.549,17458,0.46,45.4,0.89
1001050,Município 1050,SP,Sudeste,1868,0.768,20567,0.43,34.6,0.75
1003440,Município 3440,PB,Nordeste,93963,0.629,11030,0.56,68.6,0.92
1002553,Município 2553,PR,Sul,76110,0.651,49596,0.48,40.0,0.71
1001596,Município 1596,RS,Sul,5846,0.691,27681,0.44,40.1,0.66
1000945,Município 945,SP,Sudeste,5000,0.619,6656,0.59,51.3,0.86
1002446,Município 2446,PR,Sul,17771,0.683,16803,0.6,48.1,0.77
1003659,Município 3659,PI,Nordeste,10578,0.531,15772,0.54,59.5,0.89
1005085,Município 5085,RJ,Sudeste,36827,0.698,57946,0.54,39.8,0.84
1004044,Município 4044,PE,Nordeste,23071,0.676,30912,0.4,50.0,0.89
1000625,Município 625,MG,Sudeste,2457,0.707,52828,0.39,26.2,0.83
1004816,Município 4816,RN,Nordeste,9205,0.481,4724,0.52,62.0,0.86
1001033,Município 1033,SP,Sudeste,3853,0.787,11148,0.43,19.9,0.81
1002882,Município 2882,SC,Sul,4066,0.678,59447,0.58,41.6,0.74
1002400,Município 2400,BA,Nordeste,14981,0.559,19506,0.54,71.9,0.75
1000411,Município 411,MG,Sudeste,11007,0.772,43001,0.52,45.8,0.75
1000492,Município 492,MG,Sudeste,11151,0.511,31228,0.59,47.0,0.72
1003400,Município 3400,PB,Nordeste,3809,0.684,52428,0.53,75.9,0.86
1003614,Município 3614,PI,Nordeste,112132,0.689,28798,0.41,41.7,0.77
1001659,Município 1659,RS,Sul,7500,0.821,16508,0.39,47.7,0.83
1004788,Município 4788,RN,Nordeste,8852,0.566,5998,0.6,67.8,0.84
1000472,Município 472,MG,Sudeste,56706,0.716,8210,0.42,51.0,0.8
1003040,Município 3040,SC,Sul,6869,0.848,23923,0.42,27.9,0.93
1002578,Município 2578,PR,Sul,22538,0.771,42988,0.43,43.1,0.91
1003430,Município 3430,PB,Nordeste,2144,0.609,46327,0.48,71.4,0.87
1001455,Município 1455,SP,Sudeste,8154,0.694,27984,0.47,69.2,0.87
1004314,Município 4314,CE,Nordeste,43409,0.692,23033,0.53,59.6,0.85
1002307,Município 2307,BA,Nordeste,34977,0.595,44623,0.52,58.2,0.85
1004919,Município 4919,MT,Centro-Oeste,26233,0.69,15473,0.48,50.7,0.77
1000426,Município 426,MG,Sudeste,1074,0.588,10494,0.55,61.5,0.84
1004907,Município 4907,MT,Centro-Oeste,34781,0.772,47783,0.42,48.9,0.86
1001346,Município 1346,SP,Sudeste,37291,0.767,7289,0.47,37.1,0.77
1001877,Município 1877,RS,Sul,1000,0.73,16841,0.44,39.3,0.76
1004229,Município 4229,CE,Nordeste,4227,0.514,11756,0.54,58.2,0.81
1004146,Município 4146,PE,Nordeste,1917,0.596,13776,0.51,46.1,0.81
1003200,Município 3200,GO,Centro-Oeste,2547,0.759,33213,0.51,54.5,0.96
1000908,Município 908,SP,Sudeste,3008,0.682,9486,0.6,50.2,0.81
1000252,Município 252,MG,Sudeste,26237,0.787,13260,0.45,42.3,0.91
1003888,Município 3888,MA,Nordeste,28823,0.667,8799,0.41,48.3,0.87
1005035,Município 5035,AL,Nordeste,28450,0.65,10830,0.47,61.5,0.88
1002938,Município 2938,SC,Sul,86550,0.834,70418,0.62,24.8,0.82
1002095,Município 2095,BA,Nordeste,2113,0.57,6250,0.5,64.3,0.8
1000228,Município 228,MG,Sudeste,11700,0.652,19754,0.44,54.5,0.81
1004270,Município 4270,CE,Nordeste,49168,0.576,10284,0.48,58.8,0.83
1000849,Município 849,MG,Sudeste,11140,0.67,9030,0.6,29.9,0.78
1003163,Município 3163,GO,Centro-Oeste,11749,0.664,23595,0.58,60.6,0.78
1004759,Município 4759,RN,Nordeste,4477,0.639,179237,0.51,55.6,0.66
1004018,Município 4018,PE,Nordeste,1827,0.641,15851,0.55,59.8,0.86
1000926,Município 926,SP,Sudeste,2535,0.748,23420,0.38,41.2,0.86
1003505,Município 3505,PB,Nordeste,2154,0.599,13026,0.59,57.2,0.83
1004562,Município 4562,TO,Centro-Oeste,12121,0.679,14187,0.54,61.0,0.83
1005077,Município 5077,AL,Nordeste,3038,0.675,71502,0.55,50.0,0.82
1003833,Município 3833,MA,Nordeste,5006,0.638,24171,0.55,71.0,0.74
1000293,Município 293,MG,Sudeste,3961,0.592,16400,0.57,50.5,0.9
1002551,Município 2551,PR,Sul,1000,0.806,38297,0.39,45.3,0.8
1005501,Município 5501,RO,Norte,4783,0.679,14406,0.44,46.3,0.8
1001581,Município 1581,RS,Sul,22412,0.7,9029,0.56,32.5,0.84
1003102,Município 3102,SC,Sul,253798,0.654,14041,0.42,55.2,0.82
1003591,Município 3591,PI,Nordeste,12560,0.564,25603,0.53,51.9,0.8
1004754,Município 4754,RN,Nordeste,20589,0.552,27796,0.65,66.9,0.81
1002945,Município 2945,SC,Sul,2634,0.843,31709,0.46,49.7,0.9
1004635,Município 4635,TO,Centro-Oeste,24984,0.588,24573,0.5,53.9,0.87
1003862,Município 3862,MA,Nordeste,20488,0.513,32452,0.59,66.5,0.83
1001159,Município 1159,SP,Sudeste,5914,0.769,10535,0.42,31.4,0.89
1003255,Município 3255,GO,Centro-Oeste,17969,0.838,15288,0.48,55.5,0.92
1000556,Município 556,MG,Sudeste,35570,0.612,42926,0.43,58.7,0.85
1000684,Município 684,MG,Sudeste,8225,0.725,52268,0.53,31.1,0.77
1002926,Município 2926,SC,Sul,10459,0.656,10236,0.53,40.9,0.92
1004169,Município 4169,PE,Nordeste,4249,0.549,25263,0.47,56.0,0.9
1002410,Município 2410,BA,Nordeste,3885,0.446,17384,0.52,66.9,0.88
1004287,Município 4287,CE,Nordeste,251360,0.52,19783,0.51,56.5,0.9
1003108,Município 3108,GO,Centro-Oeste,7845,0.715,21317,0.49,44.9,0.87
1001594,Município 1594,RS,Sul,4427,0.706,31515,0.57,41.1,0.77
1005348,Município 5348,ES,Sudeste,35077,0.67,22650,0.44,35.5,0.75
1002560,Município 2560,PR,Sul,27119,0.701,13961,0.43,37.1,0.8
1001584,Município 1584,RS,Sul,10853,0.847,32953,0.38,37.9,0.9
1000506,Município 506,MG,Sudeste,1000,0.674,21739,0.52,48.0,0.76
1004587,Município 4587,TO,Centro-Oeste,6287,0.636,32039,0.53,56.1,0.81
1002312,Município 2312,BA,Nordeste,27062,0.62,10795,0.52,64.1,0.86
1000606,Município 606,MG,Sudeste,22811,0.676,27131,0.51,42.5,0.86
1001096,Município 1096,SP,Sudeste,8215,0.628,21052,0.58,62.7,0.79
1005157,Município 5157,RJ,Sudeste,2304,0.815,16319,0.38,31.0,0.86
1003129,Município 3129,GO,Centro-Oeste,2275,0.719,16822,0.44,48.6,0.82
1000107,Município 107,MG,Sudeste,31333,0.725,18997,0.58,32.8,0.74
1004696,Município 4696,RN,Nordeste,35686,0.596,14251,0.57,63.3,0.68
1004564,Município 4564,TO,Centro-Oeste,27378,0.665,16595,0.5,52.3,0.9
1001631,Município 1631,RS,Sul,5214,0.805,10775,0.47,32.2,0.84
1001599,Município 1599,RS,Sul,1000,0.786,55653,0.53,48.6,0.8
1000725,Município 725,MG,Sudeste,3962,0.722,13138,0.44,42.8,0.73
1002448,Município 2448,PR,Sul,36819,0.815,21032,0.41,34.9,0.86
1002760,Município 2760,PR,Sul,15822,0.756,41411,0.4,54.2,0.72
1002532,Município 2532,PR,Sul,52912,0.779,13714,0.33,43.9,0.82
1000752,Município 752,MG,Sudeste,26021,0.739,11723,0.54,48.0,0.82
1002788,Município 2788,PR,Sul,5919,0.809,21407,0.43,46.3,0.82
1002407,Município 2407,BA,Nordeste,13973,0.55,34789,0.56,58.2,0.75
1001323,Município 1323,SP,Sudeste,7750,0.815,7349,0.6,39.4,0.87
1001225,Município 1225,SP,Sudeste,5261,0.649,11629,0.59,38.4,0.74
1000417,Município 417,MG,Sudeste,6697,0.7,31128,0.54,50.1,0.84
1005074,Município 5074,AL,Nordeste,382287,0.653,13320,0.54,47.8,0.67
1002756,Município 2756,PR,Sul,12857,0.82,13877,0.44,40.0,0.94
1002003,Município 2003,BA,Nordeste,4003,0.659,29511,0.45,57.9,0.79
1000479,Município 479,MG,Sudeste,20925,0.806,7811,0.42,36.0,0.85
1003956,Município 3956,MA,Nordeste,5499,0.553,31190,0.5,62.0,0.82
1000180,Município 180,MG,Sudeste,39925,0.685,52783,0.54,31.7,0.79
1002982,Município 2982,SC,Sul,10700,0.777,6869,0.4,23.9,0.91
1004090,Município 4090,PE,Nordeste,21372,0.554,5149,0.43,59.7,0.84
1005564,Município 5564,RR,Norte,16788,0.588,31849,0.45,50.4,0.87
1001439,Município 1439,SP,Sudeste,24481,0.672,51882,0.56,33.8,0.8
1004618,Município 4618,TO,Centro-Oeste,1995,0.692,35805,0.59,45.5,0.75
1001102,Município 1102,SP,Sudeste,3185,0.733,35544,0.53,36.6,0.83
1004049,Município 4049,PE,Nordeste,18225,0.547,22706,0.49,57.8,0.86
1004685,Município 4685,RN,Nordeste,1907,0.635,26981,0.54,63.5,0.79
1000498,Município 498,MG,Sudeste,27597,0.74,22245,0.48,29.5,0.76
1003015,Município 3015,SC,Sul,18037,0.716,23010,0.5,48.8,0.81
1003774,Município 3774,PI,Nordeste,3066,0.693,19476,0.43,50.5,0.84
1001925,Município 1925,RS,Sul,12842,0.821,67282,0.39,42.5,0.73
1003575,Município 3575,PB,Nordeste,88623,0.643,23600,0.48,69.8,0.81
1005422,Município 5422,AM,Norte,44381,0.798,16403,0.43,47.5,0.84
1000473,Município 473,MG,Sudeste,88260,0.701,69423,0.58,41.8,0.8
1004436,Município 4436,PA,Norte,20598,0.685,31844,0.38,49.6,0.89
1003806,Município 3806,MA,Nordeste,1000,0.563,13823,0.49,50.2,0.82
1000656,Município 656,MG,Sudeste,25340,0.827,29541,0.47,47.7,0.87
1004878,Município 4878,MT,Centro-Oeste,34995,0.633,107660,0.46,63.3,0.81
1000474,Município 474,MG,Sudeste,221082,0.709,54592,0.41,45.9,0.73
1002134,Município 2134,BA,Nordeste,1000,0.712,19747,0.49,69.2,0.76
1004838,Município 4838,MT,Centro-Oeste,1000,0.616,16145,0.49,49.0,0.81
1001891,Município 1891,RS,Sul,8869,0.694,23358,0.46,40.1,0.82
1001722,Município 1722,RS,Sul,12017,0.765,15813,0.43,46.3,0.88
1005139,Município 5139,RJ,Sudeste,4770,0.727,33745,0.45,53.8,0.67
1005278,Município 5278,MS,Centro-Oeste,6797,0.767,41821,0.46,47.8,0.7
1000273,Município 273,MG,Sudeste,4019,0.792,14979,0.48,38.8,0.8
1001372,Município 1372,SP,Sudeste,5400,0.873,31361,0.32,37.5,0.86
1000337,Município 337,MG,Sudeste,6834,0.58,18024,0.54,51.8,0.75
1003341,Município 3341,GO,Centro-Oeste,6073,0.695,13431,0.54,27.5,0.75
1000748,Município 748,MG,Sudeste,3031,0.759,32013,0.43,42.0,0.72
1004877,Município 4877,MT,Centro-Oeste,94890,0.74,18059,0.44,48.6,0.83
1005113,Município 5113,RJ,Sudeste,40747,0.746,23381,0.47,48.1,0.95
1000979,Município 979,SP,Sudeste,3964,0.693,27057,0.43,38.8,0.83
1005180,Município 5180,SE,Nordeste,1166,0.533,19472,0.54,70.0,0.79
1003860,Município 3860,MA,Nordeste,4976,0.519,22971,0.52,64.8,0.86
1000487,Município 487,MG,Sudeste,7740,0.767,16419,0.51,42.9,0.9
1001380,Município 1380,SP,Sudeste,2052,0.746,14428,0.54,62.3,0.87
1000287,Município 287,MG,Sudeste,15752,0.733,32124,0.46,48.6,0.79
1004890,Município 4890,MT,Centro-Oeste,5639,0.741,21152,0.54,55.2,0.92
1001513,Município 1513,RS,Sul,1057,0.834,23624,0.38,56.8,0.91
1005399,Município 5399,ES,Sudeste,2514,0.737,41480,0.41,46.2,0.79
1000255,Município 255,MG,Sudeste,5877,0.796,19974,0.39,56.4,0.91
1003543,Município 3543,PB,Nordeste,145925,0.601,18828,0.54,46.7,0.8
1002768,Município 2768,PR,Sul,4678,0.715,12196,0.52,59.7,0.79
1003995,Município 3995,MA,Nordeste,4832,0.64,11850,0.49,51.5,0.85
1001778,Município 1778,RS,Sul,37402,0.61,30781,0.57,51.4,0.82
1005541,Município 5541,AP,Norte,1813,0.65,22122,0.56,57.9,0.89
1001210,Município 1210,SP,Sudeste,27087,0.847,20886,0.59,39.4,0.86
1004662,Município 4662,TO,Centro-Oeste,1000,0.663,9494,0.55,55.4,0.82
1004731,Município 4731,RN,Nordeste,4919,0.663,29609,0.47,63.6,0.94
1001587,Município 1587,RS,Sul,131533,0.813,51393,0.57,39.3,0.8
1003297,Município 3297,GO,Centro-Oeste,41374,0.724,30784,0.49,44.9,0.83
1004956,Município 4956,MT,Centro-Oeste,19184,0.663,48780,0.55,41.2,0.78
1003530,Município 3530,PB,Nordeste,5113,0.615,8818,0.48,68.8,0.84
1002743,Município 2743,PR,Sul,12275,0.682,39222,0.4,42.7,0.84
1004339,Município 4339,CE,Nordeste,28166,0.664,31223,0.5,54.5,0.91
1003401,Município 3401,PB,Nordeste,4684,0.614,9976,0.44,75.0,0.79
1005197,Município 5197,SE,Nordeste,3521,0.642,27528,0.56,64.9,0.8
1004732,Município 4732,RN,Nordeste,2789,0.667,13115,0.52,51.1,0.87
1002183,Município 2183,BA,Nordeste,18617,0.52,39282,0.5,71.1,0.86
1004410,Município 4410,PA,Norte,6862,0.762,79729,0.47,45.7,0.87
1004099,Município 4099,PE,Nordeste,3285,0.58,6038,0.51,58.4,0.82
1004903,Município 4903,MT,Centro-Oeste,124833,0.804,29387,0.46,39.3,0.7
1003820,Município 3820,MA,Nordeste,24397,0.682,19220,0.48,60.4,0.82
1002782,Município 2782,PR,Sul,4788,0.766,19339,0.48,45.0,0.85
1003626,Município 3626,PI,Nordeste,7524,0.573,46238,0.48,45.4,0.86
1004075,Município 4075,PE,Nordeste,3528,0.66,41081,0.55,48.4,0.81
1002577,Município 2577,PR,Sul,9297,0.718,9050,0.53,37.6,0.85
1001653,Município 1653,RS,Sul,3622,0.786,57820,0.43,46.8,0.84
1005108,Município 5108,RJ,Sudeste,3182,0.824,107224,0.48,54.2,0.9
1000765,Município 765,MG,Sudeste,7604,0.804,20655,0.39,49.3,0.88
1002555,Município 2555,PR,Sul,5159,0.691,22235,0.53,40.8,0.73
1004594,Município 4594,TO,Centro-Oeste,73146,0.733,20111,0.46,49.0,0.85
1004210,Município 4210,CE,Nordeste,21311,0.671,34571,0.6,39.3,0.84
1001273,Município 1273,SP,Sudeste,38233,0.769,13133,0.44,56.8,0.79
1000229,Município 229,MG,Sudeste,5320,0.658,8923,0.4,43.4,0.92
1003654,Município 3654,PI,Nordeste,34551,0.594,11178,0.54,62.5,0.86
1004915,Município 4915,MT,Centro-Oeste,8944,0.749,22342,0.53,49.9,0.78
1004988,Município 4988,AL,Nordeste,4673,0.592,24218,0.64,55.4,0.97
1004739,Município 4739,RN,Nordeste,16977,0.623,64991,0.47,42.5,0.77
1003933,Município 3933,MA,Nordeste,4309,0.677,50984,0.48,58.1,0.87
1000018,Município 18,MG,Sudeste,6125,0.664,63780,0.51,43.4,0.84
1005409,Município 5409,AM,Norte,11260,0.63,11907,0.5,42.8,0.71
1005531,Município 5531,AC,Norte,3152,0.726,19662,0.57,37.3,0.89
1001658,Município 1658,RS,Sul,167886,0.858,7433,0.4,38.3,0.71
1000444,Município 444,MG,Sudeste,12588,0.759,35590,0.41,32.9,0.77
1002272,Município 2272,BA,Nordeste,4080,0.698,14054,0.38,60.3,0.71
1000038,Município 38,MG,Sudeste,25868,0.607,19074,0.45,42.3,0.89
1001468,Município 1468,SP,Sudeste,19836,0.764,14933,0.46,45.4,0.7
1002722,Município 2722,PR,Sul,31711,0.717,40022,0.48,41.1,0.91
1004882,Município 4882,MT,Centro-Oeste,4430,0.764,21131,0.43,43.2,0.8
1001076,Município 1076,SP,Sudeste,6754,0.788,10674,0.4,32.8,0.78
1001411,Município 1411,SP,Sudeste,3461,0.569,30781,0.5,50.7,0.75
